"ACT_CUM_75","Adm_Rate","Avg_Cost_Academic_Year","Avg_Cost_Program_Year","Avg_Fac_Sal","City","City_State","COLLEGE","Compl_Repay_1yr_Rate","Compl_Repay_7yr_Rate","CompletionRate_150_4","CompletionRate_150_L4","Control","Highest_Deg","In_state_Tuition","Institution_Name","Lat","Level_of_institution","Locale","Long","Low_Inc_Aid","Main_Campus","Noncom_Repay_1yr_Rate","Noncom_Repay_7yr_Rate","Out_of_state_Tuition","Parent_Ed_HS","Parent_Ed_MS","Parent_Ed_PS","Percent_2OrMore","Percent_AIAN","Percent_Asian","Percent_Black","Percent_Female","Percent_First_Gen","Percent_Full_time_Fac","Percent_Hisp","Percent_Male","Percent_NHPI","Percent_NRA","Percent_Part_time","Percent_UNKN","Percent_Veterans","Percent_White","Predominant_Ugrad_Deg","Religious_Affiliation","RetentionRate_FT4","RetentionRate_FTL4","RetentionRate_PT4","RetentionRate_PTL4","SAT_M_75","SAT_R_75","SAT_W_75","State","TIV_Approval_Date","Top3Majors","Undergrad_Enrollment","URL","Zip"
31,0.571,57277,0,12225,"Chicago","Chicago_IL",533,0.848659004,0.939613527,0.7139,0.0,"Private_nonprofit","Graduate_degree",45214,"Illinois_Institute_of_Technology",41.8313,4,"City:_Large_(population_of_250,000_or_more)",-87.627321,0.387315968,"Yes",0.594059406,0.776951673,45214,0.261694058,0.06068268,0.677623262,0.0273,0.0028,0.1336,0.0577,0.30011325,0.322376738,0.5716,0.1623,0.039637599,7.0E-4,0.2308,0.0525,0.042,0.0,0.3428,"Predominantly_bachelors-degree_granting","",0.8977,0.0,0.0,0.0,720,640,0,"IL",1965-01-01,"Statistics,_Neuroscience,_Mathematics",2859,"web.iit.edu/",60616
0,0.7091,9795,0,3113,"San_Juan","San_Juan_PR",2406,0.0,0.615384615,0.4,0.0,"Public","Graduate_degree",3370,"Puerto_Rico_Conservatory_of_Music",18.454016,4,"City:_Large_(population_of_250,000_or_more)",-66.078811,0.633093525,"Yes",0.0,0.477272727,3370,0.0,0.0,0.904761905,0.0,0.0,0.0,0.0,0.316546763,0.095238095,0.5326,0.9557,0.0,0.0,0.0443,0.3103,0.0,0.0,0.0,"Predominantly_bachelors-degree_granting","",0.913,0.0,0.814,0.0,0,0,0,"PR",1972-06-30,"Public_Health,_Applied_Mathematics,_History",406,"www.cmpr.edu",9073373
0,1.0,47114,0,5492,"Boulder","Boulder_CO",310,0.627906977,0.774774775,0.3684,0.0,"Private_nonprofit","Graduate_degree",31170,"Naropa_University",40.014235,4,"City:_Midsize_(population_of_at_least_100,000_but_less_than_250,000)",-105.266987,0.595918367,"Yes",0.446280992,0.566666667,31170,0.0,0.0,0.805194805,0.0802,0.0053,0.0187,0.0134,0.66122449,0.194805195,0.3596,0.1043,0.040816327,0.0,0.0187,0.0749,0.1176,0.0,0.6417,"Predominantly_bachelors-degree_granting","",0.5263,0.0,1.0,0.0,0,0,0,"CO",1966-01-01,"African_Studies,_Genetics,_Chemical_Engineering",374,"www.naropa.edu",803026697
0,0.0,13544,0,5932,"Dublin","Dublin_NC",1503,0.325,0.0,0.0,0.1079,"Public","Associate_degree",2528,"Bladen_Community_College",34.644691,2,"Rural:_Distant_(rural_territory_more_than_5_miles_but_up_to_25_miles_from_an_urbanized_area_or_more_than_2.5_and_up_to_10_miles_from_an_urban_cluster)",-78.731119,0.74248366,"Yes",0.074534162,0.0,8672,0.417431193,0.056574924,0.525993884,0.009,0.1474,0.004,0.325,0.71372549,0.474006116,0.4725,0.0522,0.150326797,0.001,0.0,0.4965,0.0271,0.0,0.4343,"Predominantly_associates-degree_granting","",0.0,0.8037,0.0,0.3261,0,0,0,"NC",1969-05-01,"Korean,_Materials_Science,_English",997,"www.bladencc.edu",28332
0,0.0,15869,0,7755,"Rosemount","Rosemount_MN",1041,0.636363636,0.814471243,0.0,0.3882,"Public","Associate_degree",5662,"Dakota_County_Technical_College",44.737255,2,"Rural:_Fringe_(rural_territory_up_to_5_miles_from_an_urbanized_area_or_up_to_2.5_miles_from_an_urban_cluster)",-93.07805,0.381768335,"Yes",0.385416667,0.595744681,5662,0.28245476,0.029110936,0.688434304,0.0326,0.0024,0.048,0.0854,0.403701165,0.311565696,0.5211,0.0777,0.143248801,0.0014,0.0096,0.3938,0.0149,0.0,0.7281,"Predominantly_certificate-degree_granting","",0.0,0.6696,0.0,0.6095,0,0,0,"MN",1971-08-24,"Physics,_Biblical_Studies,_Public_Health",2085,"www.dctc.edu/",550682999
26,0.6011,36162,0,6705,"Shawnee","Shawnee_OK",1739,0.824137931,0.922374429,0.5652,0.0,"Private_nonprofit","Graduate_degree",25310,"Oklahoma_Baptist_University",35.360492,4,"Town:_Distant_(in_urban_cluster_more_than_10_miles_and_up_to_35_miles_from_an_urbanized_area)",-96.932459,0.294307197,"Yes",0.5525,0.732142857,25310,0.0,0.0,0.742630386,0.1134,0.0508,0.0124,0.059,0.571428571,0.257369615,0.6719,0.0218,0.025778733,0.0021,0.0331,0.0409,0.0166,0.0,0.6908,"Predominantly_bachelors-degree_granting","Baptist",0.6847,0.0,0.0,0.0,565,600,0,"OK",1965-12-01,"Biology,_Accounting,_Anthropology",1931,"https://www.okbu.edu",74804
26,0.9402,18309,0,7188,"Bowling_Green","Bowling_Green_KY",784,0.602476377,0.807976974,0.4453,0.0,"Public","Graduate_degree",9912,"Western_Kentucky_University",36.985035,4,"City:_Small_(population_less_than_100,000)",-86.456828,0.375782562,"Yes",0.290556426,0.486616335,24792,0.333223846,0.023813434,0.64296272,0.0296,0.0019,0.0132,0.0979,0.602534738,0.35703728,0.6738,0.03,0.083066117,9.0E-4,0.0536,0.133,0.0071,0.0,0.7656,"Predominantly_bachelors-degree_granting","",0.7281,0.0,0.3111,0.0,550,540,0,"KY",1965-12-01,"International_Studies,_Ethnic_Studies,_Political_Science",14956,"www.wku.edu",421011000
21,0.5666,42035,0,5936,"Danville","Danville_VA",2228,0.55142232,0.769751693,0.4205,0.0,"Private_nonprofit","Graduate_degree",31980,"Averett_University",36.577287,4,"Town:_Distant_(in_urban_cluster_more_than_10_miles_and_up_to_35_miles_from_an_urbanized_area)",-79.413203,0.369592089,"Yes",0.37704918,0.537437604,31980,0.351020408,0.024489796,0.624489796,0.0012,0.0083,0.0142,0.318,0.52657602,0.375510204,1.0,0.0284,0.150803461,0.0,0.052,0.0213,0.0,0.0,0.578,"Predominantly_bachelors-degree_granting","Baptist",0.5509,0.0,0.0,0.0,508,500,0,"VA",1967-05-01,"Cell_Biology,_Graphic_Design,_Hebrew",846,"www.averett.edu",24541
25,0.7304,21988,0,7270,"Klamath_Falls","Klamath_Falls_OR",1772,0.768667643,0.903885481,0.4685,0.0,"Public","Graduate_degree",9625,"Oregon_Institute_of_Technology",42.257152,4,"Town:_Remote_(in_urban_cluster_more_than_35_miles_from_an_urbanized_area)",-121.785177,0.423372988,"Yes",0.497807018,0.703757225,27326,0.354198473,0.040458015,0.605343512,0.0529,0.0105,0.0654,0.0222,0.494751575,0.394656489,0.9167,0.0934,0.175647306,0.0055,0.0188,0.3471,0.023,0.0,0.7083,"Predominantly_bachelors-degree_granting","",0.7531,0.0,0.2174,0.0,590,570,540,"OR",1965-12-01,"Russian,_Journalism,_Ecology",3610,"www.oit.edu",976018801
28,0.5806,23319,0,7102,"Morris","Morris_MN",1064,0.795031056,0.884146342,0.6388,0.0,"Public","Bachelors_degree",12846,"University_of_Minnesota-Morris",45.589829,4,"Town:_Remote_(in_urban_cluster_more_than_35_miles_from_an_urbanized_area)",-95.901756,0.265367316,"Yes",0.595166163,0.737463127,14846,0.186602871,0.015948963,0.797448166,0.119,0.0637,0.0333,0.0202,0.589205397,0.202551834,0.96,0.0452,0.0,0.0,0.1137,0.0369,0.003,0.0,0.6018,"Predominantly_bachelors-degree_granting","",0.7759,0.0,1.0,0.0,690,580,620,"MN",1966-01-01,"Nursing,_Forensic_Science,_Developmental_Psychology",1680,"www4.morris.umn.edu/",56267
0,0.0,15461,0,6576,"Presque_Isle","Presque_Isle_ME",831,0.575609756,0.721698113,0.0,0.3546,"Public","Associate_degree",3464,"Northern_Maine_Community_College",46.694668,2,"Town:_Remote_(in_urban_cluster_more_than_35_miles_from_an_urbanized_area)",-68.034796,0.559471366,"Yes",0.295681063,0.404761905,6224,0.440389294,0.02676399,0.532846715,0.0188,0.0188,0.0031,0.0173,0.473568282,0.467153285,0.4789,0.011,0.129955947,0.0031,0.0235,0.3391,0.0298,0.022026432,0.8744,"Predominantly_associates-degree_granting","",0.0,0.6569,0.0,0.4444,0,0,0,"ME",1969-07-22,"Art,_Public_Health,_East_Asian_Studies",637,"www.nmcc.edu",47692016
0,0.0,13334,0,4439,"Gurabo","Gurabo_PR",2420,0.519242155,0.577663671,0.2577,0.0,"Private_nonprofit","Graduate_degree",5820,"Universidad_del_Turabo",18.239647,4,"Suburb:_Large_(outside_principal_city,_in_urbanized_area_with_population_of_250,000_or_more)",-66.006259,0.796612235,"Yes",0.322342902,0.3996004,5820,0.327589239,0.037981361,0.6344294,0.0,0.0,0.0,0.0,0.579454058,0.3655706,1.0,1.0,0.11101633,0.0,0.0,0.283,0.0,0.004387034,0.0,"Predominantly_bachelors-degree_granting","",0.7611,0.0,0.2586,0.0,0,0,0,"PR",1974-07-01,"Economics,_Physics,_Cell_Biology",14170,"ut.suagm.edu",7783030
0,0.0,18537,0,7118,"Nashville","Nashville_TN",2065,0.382414515,0.594439902,0.3426,0.0,"Public","Graduate_degree",7256,"Tennessee_State_University",36.16899,4,"City:_Large_(population_of_250,000_or_more)",-86.82937,0.566032534,"Yes",0.150136488,0.364710366,19976,0.348185869,0.026098027,0.625716104,0.0231,0.0013,0.0071,0.715,0.661152468,0.374283896,0.7677,0.014,0.055693411,0.0,0.1086,0.1719,0.0065,0.00303281,0.1243,"Predominantly_bachelors-degree_granting","",0.5575,0.0,0.3913,0.0,0,0,0,"TN",1965-12-01,"Creative_Writing,_Digital_Communications_and_Media/Multimedia,_Business_Administration/Management",6878,"www.tnstate.edu",372091561
0,0.0,12295,0,4899,"Marietta","Marietta_OH",1711,0.518518519,0.695187166,0.0,0.3116,"Public","Associate_degree",4500,"Washington_State_Community_College",39.430824,2,"Rural:_Fringe_(rural_territory_up_to_5_miles_from_an_urbanized_area_or_up_to_2.5_miles_from_an_urban_cluster)",-81.43392,0.520103761,"Yes",0.291598023,0.445839874,8670,0.447293447,0.024216524,0.528490029,0.036,0.0103,0.0021,0.0134,0.639429313,0.471509972,0.2289,0.0134,0.138780804,0.001,0.0,0.4027,0.0124,0.0,0.9114,"Predominantly_associates-degree_granting","",0.0,0.5363,0.0,0.3333,0,0,0,"OH",1979-01-01,"Cinematography_and_Film/Video_Production,_Culinary_Arts,_Biochemistry",971,"www.wscc.edu",45750
0,0.2273,23623,0,0,"Reading","Reading_PA",1914,0.778801843,0.87244898,0.0,0.5769,"Private_nonprofit","Certificate_degree",9825,"Reading_Hospital_School_of_Health_Sciences",40.32606,2,"City:_Small_(population_less_than_100,000)",-75.950474,0.39748954,"Yes",0.438596491,0.659340659,9825,0.475555556,0.053333333,0.471111111,0.0155,0.0031,0.0031,0.0528,0.89539749,0.528888889,0.0,0.1025,0.184100418,0.0,0.0,0.618,0.0466,0.0,0.7764,"Predominantly_certificate-degree_granting","",0.0,0.4643,0.0,0.0,502,522,490,"PA",1985-08-12,"Art_History,_Genetics,_Web_Design",322,"www.readinghealth.org",19611
0,0.0,6423,0,6131,"Robinson","Robinson_IL",2484,0.610169492,0.566666667,0.0,0.5506,"Public","Associate_degree",3466,"Lincoln_Trail_College",39.01958,2,"Rural:_Fringe_(rural_territory_up_to_5_miles_from_an_urbanized_area_or_up_to_2.5_miles_from_an_urban_cluster)",-87.689001,0.50755287,"Yes",0.413461539,0.457142857,11390,0.0,0.0,0.603960396,0.0235,0.0059,0.0176,0.0647,0.555891239,0.396039604,0.1884,0.0235,0.120845922,0.002,0.0,0.2431,0.0,0.0,0.8627,"Predominantly_associates-degree_granting","",0.0,0.6284,0.0,0.25,0,0,0,"IL",1980-12-20,"Nursing,_Drawing,_Gender_Studies",510,"www.iecc.edu/ltc",62454
0,0.4232,15117,0,6235,"South_Prince_George","South_Prince_George_VA",2262,0.411764706,0.0,0.0,0.3472,"Public","Associate_degree",7140,"Richard_Bland_College_of_William_and_Mary",37.156972,2,"Rural:_Fringe_(rural_territory_up_to_5_miles_from_an_urbanized_area_or_up_to_2.5_miles_from_an_urban_cluster)",-77.399932,0.47752809,"Yes",0.275324675,0.0,19743,0.429677419,0.021935484,0.548387097,0.0514,0.0018,0.0119,0.483,0.58988764,0.451612903,0.3789,0.0184,0.012359551,0.0,0.011,0.1322,0.0533,0.0,0.3691,"Predominantly_associates-degree_granting","",0.0,0.5993,0.0,0.45,0,0,0,"VA",1965-12-01,"Economics,_Physics,_Marketing",1089,"www.rbc.edu",23805
0,0.0,11822,0,4957,"Huntington","Huntington_WV",2559,0.0,0.0,0.0,0.1432,"Public","Associate_degree",3888,"Mountwest_Community_and_Technical_College",38.392635,2,"Suburb:_Midsize_(outside_principal_city,_in_urbanized_area_with_population_of_at_least_100,000_but_less_than_250,000)",-82.458186,0.635724332,"Yes",0.0,0.0,9672,0.479012346,0.039506173,0.481481482,0.0045,0.0051,0.0,0.0559,0.569620253,0.518518519,0.4286,0.0026,0.196905767,0.0,0.0,0.3196,0.0592,0.0,0.8727,"Predominantly_certificate-degree_granting","",0.0,0.4282,0.0,0.3922,0,0,0,"WV",2006-02-14,"Computer_Engineering,_Industrial_Engineering,_German",1555,"www.mctc.edu",25701
0,0.0,12722,0,4737,"Jersey_City","Jersey_City_NJ",1272,0.48,0.747747748,0.0,0.0954,"Public","Associate_degree",5353,"Hudson_County_Community_College",40.7303,2,"City:_Large_(population_of_250,000_or_more)",-74.062903,0.715160512,"Yes",0.31498471,0.557788945,13093,0.493431026,0.094239515,0.412329459,0.0176,0.0038,0.0733,0.1363,0.586008536,0.587670541,1.0,0.5659,0.157543143,0.0061,0.0052,0.3496,0.0816,0.006865838,0.1102,"Predominantly_associates-degree_granting","",0.0,0.5575,0.0,0.3824,0,0,0,"NJ",1975-10-07,"International_Studies,_Ancient_Studies,_Korean",7895,"www.hccc.edu",7306
0,0.0,16881,0,5506,"Monticello","Monticello_AR",73,0.738419619,0.660633484,0.2206,0.0,"Public","Graduate_degree",7210,"University_of_Arkansas_at_Monticello",33.590909,4,"Town:_Remote_(in_urban_cluster_more_than_35_miles_from_an_urbanized_area)",-91.811153,0.585301837,"Yes",0.440903054,0.406926407,13060,0.426337944,0.027059531,0.546602526,0.0342,0.0027,0.0068,0.294,0.537007874,0.453397474,1.0,0.0384,0.113910761,8.0E-4,0.0076,0.1789,0.0011,0.0,0.6145,"Predominantly_certificate-degree_granting","",0.5215,0.0,0.2,0.0,0,0,0,"AR",1965-12-19,"Chemical_Engineering,_Applied_Mathematics,_Gender_Studies",2633,"www.uamont.edu/",71656
29,0.8441,42379,0,8207,"Holland","Holland_MI",987,0.823899371,0.925373134,0.7948,0.0,"Private_nonprofit","Bachelors_degree",31560,"Hope_College",42.787298,4,"City:_Small_(population_less_than_100,000)",-86.102089,0.135509397,"Yes",0.651948052,0.856115108,31560,0.13381001,0.015321757,0.850868233,0.0182,0.0,0.0188,0.0256,0.589515331,0.149131767,0.644,0.086,0.0,0.0,0.0221,0.0204,0.0029,0.0,0.8265,"Predominantly_bachelors-degree_granting","Reformed_Church_in_America",0.9084,0.0,1.0,0.0,630,640,0,"MI",1965-01-01,"Spanish,_Genetics,_Ethnic_Studies",3083,"www.hope.edu",494229000
24,0.9125,18404,0,6405,"Troy","Troy_AL",39,0.484821024,0.728059333,0.3746,0.0,"Public","Graduate_degree",8260,"Troy_University",31.800672,4,"Town:_Remote_(in_urban_cluster_more_than_35_miles_from_an_urbanized_area)",-85.957094,0.489358245,"Yes",0.218912968,0.443834516,15484,0.364011482,0.02583423,0.610154288,0.0288,0.0059,0.008,0.3115,0.651015435,0.389845712,0.3961,0.0357,0.169618197,0.0015,0.0452,0.3213,0.037,0.006823721,0.5264,"Predominantly_bachelors-degree_granting","",0.743,0.0,0.4046,0.0,610,550,0,"AL",1965-12-19,"American_History,_English,_Middle_Eastern_Studies",13745,"www.troy.edu",360820001
0,0.0,21687,0,5417,"Hollywood","Hollywood_FL",2629,0.168380463,0.368620038,0.0,0.4615,"Private_nonprofit","Associate_degree",13098,"City_College-Hollywood",26.025173,2,"Suburb:_Large_(outside_principal_city,_in_urbanized_area_with_population_of_250,000_or_more)",-80.22004,0.79157589,"No",0.110535406,0.295399516,13098,0.453023256,0.04,0.506976744,0.0255,0.0043,0.0043,0.3745,0.734204793,0.493023256,0.0238,0.3872,0.140885984,0.0,0.0,0.2468,0.0,0.008714597,0.2043,"Predominantly_associates-degree_granting","",0.0,0.4286,0.0,0.5,0,0,0,"FL",2011-08-18,"Bioethics,_East_European_Studies,_Political_Science",235,"https://www.citycollege.edu",330244045
22,1.0,15669,0,5594,"Havre","Havre_MT",1195,0.778242678,0.0,0.2611,0.0,"Public","Graduate_degree",5371,"Montana_State_University-Northern",48.54149,4,"Town:_Remote_(in_urban_cluster_more_than_35_miles_from_an_urbanized_area)",-109.687806,0.435506241,"Yes",0.49498998,0.0,17681,0.328828829,0.015015015,0.656156156,0.007,0.1335,0.0044,0.0272,0.459084605,0.343843844,0.8056,0.0219,0.122052705,0.0061,0.0,0.2169,0.0413,0.0,0.7586,"Predominantly_bachelors-degree_granting","",0.5926,0.0,0.4167,0.0,493,480,478,"MT",1967-07-12,"Civil_Engineering,_Education,_Middle_Eastern_Studies",1139,"www.msun.edu",59501
0,0.0,14512,0,8409,"Valley_Glen","Valley_Glen_CA",203,0.536842105,0.75,0.0,0.2383,"Public","Associate_degree",1220,"Los_Angeles_Valley_College",34.176406,2,"City:_Large_(population_of_250,000_or_more)",-118.421446,0.775340951,"Yes",0.288753799,0.524509804,7538,0.429232643,0.131790499,0.438976858,0.0229,0.0018,0.0791,0.0512,0.580906745,0.561023143,0.3657,0.5012,0.157390343,0.0015,0.0073,0.7489,0.0372,0.008661998,0.2978,"Predominantly_certificate-degree_granting","",0.0,0.7159,0.0,0.4802,0,0,0,"CA",1967-05-01,"Museum_Studies,_Sports_Management,_Sports_Management",16203,"www.lavc.edu",914014096
27,0.8368,58188,0,8810,"New_York","New_York_NY",1425,0.663545933,0.843467791,0.5861,0.0,"Private_nonprofit","Graduate_degree",42772,"Pace_University-New_York",40.711014,4,"City:_Large_(population_of_250,000_or_more)",-74.004719,0.308507747,"Yes",0.467829224,0.665929204,42772,0.270174401,0.023943246,0.705882353,0.0373,0.0019,0.0802,0.1072,0.653438434,0.294117647,1.0,0.1405,0.030443055,7.0E-4,0.1007,0.0871,0.0255,0.002989943,0.506,"Predominantly_bachelors-degree_granting","",0.7661,0.0,0.75,0.0,580,580,0,"NY",1965-12-01,"Biochemistry,_Finance,_Cell_Biology",8384,"www.pace.edu",100381598
30,0.2908,64850,0,9543,"Saratoga_Springs","Saratoga_Springs_NY",1444,0.871727749,0.0,0.8906,0.0,"Private_nonprofit","Graduate_degree",50834,"Skidmore_College",43.097035,4,"Suburb:_Small_(outside_principal_city,_in_urbanized_area_with_population_less_than_100,000)",-73.785335,0.233193277,"Yes",0.808510638,0.0,50834,0.125842697,0.02247191,0.851685393,0.0425,0.0,0.0496,0.0395,0.630252101,0.148314607,0.7952,0.0909,0.0,0.0,0.1048,0.009,0.0331,0.0,0.6396,"Predominantly_bachelors-degree_granting","",0.9094,0.0,0.0,0.0,660,670,670,"NY",1965-12-01,"Bioethics,_Genetics,_Sports_Management",2661,"www.skidmore.edu/",12866
0,0.0,14412,0,4960,"North_Little_Rock","North_Little_Rock_AR",96,0.614503817,0.487179487,0.0,0.1814,"Public","Associate_degree",5011,"University_of_Arkansas-Pulaski_Technical_College",34.782783,2,"City:_Small_(population_less_than_100,000)",-92.299184,0.647008789,"Yes",0.439033124,0.357655502,6151,0.398355263,0.040789474,0.560855263,0.0325,0.0033,0.0142,0.4662,0.613836121,0.439144737,1.0,0.059,0.130422455,0.0017,0.0047,0.5234,0.0211,0.007371704,0.3972,"Predominantly_certificate-degree_granting","",0.0,0.5613,0.0,0.4308,0,0,0,"AR",1977-11-10,"Physics,_Applied_Mathematics,_Theology",5776,"www.uaptc.edu",721183347
28,0.5442,22947,0,7335,"Winston-Salem","Winston-Salem_NC",1555,0.636792453,0.700534759,0.6178,0.0,"Public","Graduate_degree",9139,"University_of_North_Carolina_School_of_the_Arts",36.076183,4,"City:_Midsize_(population_of_at_least_100,000_but_less_than_250,000)",-80.235672,0.252077562,"Yes",0.516483517,0.659574468,24609,0.0,0.0,0.0,0.0446,0.0067,0.019,0.0914,0.520775623,0.0,0.7594,0.068,0.0,0.0011,0.0178,0.0156,0.0178,0.0,0.7336,"Predominantly_bachelors-degree_granting","",0.8485,0.0,0.0,0.0,610,630,610,"NC",1965-12-01,"Biology,_Anthropology,_Marketing",897,"www.uncsa.edu/",271272738
0,0.0,11432,0,4662,"Williamston","Williamston_NC",1543,0.0,0.0,0.0,0.0952,"Public","Associate_degree",1862,"Martin_Community_College",35.836304,2,"Rural:_Fringe_(rural_territory_up_to_5_miles_from_an_urbanized_area_or_up_to_2.5_miles_from_an_urban_cluster)",-77.094913,0.812785388,"Yes",0.0,0.0,6470,0.475138122,0.066298343,0.458563536,0.0,0.0029,0.0029,0.2412,0.776255708,0.541436464,0.9643,0.0147,0.132420091,0.0,0.0,0.4235,0.4588,0.0,0.2794,"Predominantly_certificate-degree_granting","",0.0,0.5128,0.0,0.2143,0,0,0,"NC",1969-06-01,"Cell_Biology,_Ancient_Studies,_Astrophysics",340,"www.martincc.edu",278929988
0,0.8113,28819,0,6100,"Hamburg","Hamburg_NY",1380,0.590163934,0.782442748,0.4332,0.0,"Private_nonprofit","Graduate_degree",21300,"Hilbert_College",42.75464,4,"Suburb:_Large_(outside_principal_city,_in_urbanized_area_with_population_of_250,000_or_more)",-78.820257,0.371549894,"Yes",0.357142857,0.525198939,21300,0.0,0.0,0.618604651,0.0694,0.0139,0.0025,0.0657,0.571125265,0.381395349,0.3559,0.0379,0.036093418,0.0013,0.0051,0.0657,0.0606,0.0,0.7437,"Predominantly_bachelors-degree_granting","Roman_Catholic",0.7171,0.0,0.0,0.0,0,0,0,"NY",1967-11-13,"Criminology,_English,_Economics",792,"www.hilbert.edu",140751597
0,0.0,12231,0,7578,"San_Antonio","San_Antonio_TX",2156,0.454746137,0.688811189,0.0,0.142,"Public","Associate_degree",2188,"San_Antonio_College",29.44634,2,"City:_Large_(population_of_250,000_or_more)",-98.497647,0.651337138,"Yes",0.283222165,0.47438966,11274,0.429061181,0.086761603,0.484177215,0.0316,0.0022,0.0254,0.0672,0.600648987,0.515822785,0.4973,0.6232,0.15844243,0.0015,0.0099,0.7961,0.0011,0.008168289,0.2379,"Predominantly_associates-degree_granting","",0.0,0.6055,0.0,0.4181,0,0,0,"TX",1967-05-01,"Nursing,_Public_Health,_Nutrition",15691,"www.alamo.edu/sac",782123941
24,0.7694,27490,0,9069,"Galloway","Galloway_NJ",1295,0.660168365,0.809124279,0.7005,0.0,"Public","Graduate_degree",13077,"Stockton_University",39.492036,4,"Suburb:_Midsize_(outside_principal_city,_in_urbanized_area_with_population_of_at_least_100,000_but_less_than_250,000)",-74.531087,0.329521277,"Yes",0.46835443,0.59168242,19861,0.382805693,0.02120244,0.595991868,0.0243,0.0015,0.0607,0.0709,0.613031915,0.404008132,0.5324,0.1213,0.036170213,0.0022,0.0033,0.0528,0.0158,0.005851064,0.6999,"Predominantly_bachelors-degree_granting","",0.8619,0.0,0.0,0.0,590,570,570,"NJ",1969-12-01,"Web_Design,_Classics,_Philosophy",7825,"www.stockton.edu",82059441
23,0.8659,36345,0,5898,"Wilmington","Wilmington_OH",1713,0.651105651,0.842227378,0.5563,0.0,"Private_nonprofit","Bachelors_degree",25000,"Wilmington_College",39.444744,4,"Town:_Distant_(in_urban_cluster_more_than_10_miles_and_up_to_35_miles_from_an_urbanized_area)",-83.818342,0.252840909,"Yes",0.479616307,0.62924282,25000,0.0,0.0,0.649253731,0.0421,0.0044,0.0035,0.1149,0.563920455,0.350746269,0.5833,0.0175,0.036931818,0.0,0.0105,0.0623,0.0272,0.0,0.7798,"Predominantly_bachelors-degree_granting","Friends",0.6823,0.0,0.0,0.0,500,500,0,"OH",1965-12-01,"Nursing,_Aviation,_Marketing",1140,"www.wilmington.edu",45177
0,0.0,9815,0,7007,"The_Woodlands","The_Woodlands_TX",2139,0.504541701,0.0,0.0,0.0969,"Public","Associate_degree",1552,"Lone_Star_College_System",30.18737,2,"City:_Small_(population_less_than_100,000)",-95.488103,0.603409692,"Yes",0.218152866,0.0,3592,0.426485656,0.078739754,0.49477459,0.0311,0.0023,0.0602,0.1588,0.617081011,0.50522541,1.0,0.3947,0.127395532,0.0,0.024,0.6774,0.0223,0.008422509,0.3066,"Predominantly_associates-degree_granting","",0.0,0.6767,0.0,0.4913,0,0,0,"TX",1973-01-01,"Middle_Eastern_Studies,_East_Asian_Studies,_International_Studies",59202,"www.lonestar.edu",773814399
0,0.4321,64431,0,9173,"Carlisle","Carlisle_PA",1821,0.891647856,0.955654102,0.8417,0.0,"Private_nonprofit","Bachelors_degree",51205,"Dickinson_College",40.202796,4,"City:_Small_(population_less_than_100,000)",-77.197854,0.128500824,"Yes",0.794871795,0.75,51205,0.0,0.0,0.878048781,0.0354,0.0013,0.0346,0.0473,0.571663921,0.12195122,0.8356,0.0734,0.0,8.0E-4,0.1025,0.0059,0.0131,0.0,0.6916,"Predominantly_bachelors-degree_granting","",0.8971,0.0,0.0,0.0,0,0,0,"PA",1965-12-01,"Cinematography_and_Film/Video_Production,_Developmental_Psychology,_Developmental_Psychology",2370,"www.dickinson.edu",170132896
32,0.5108,59902,0,8926,"Walla_Walla","Walla_Walla_WA",2312,0.931740614,0.0,0.8771,0.0,"Private_nonprofit","Bachelors_degree",47862,"Whitman_College",46.069815,4,"City:_Small_(population_less_than_100,000)",-118.331546,0.161716172,"Yes",0.813186813,0.0,47862,0.0,0.0,0.883161512,0.0683,0.0034,0.0451,0.0143,0.617161716,0.116838488,0.7579,0.0738,0.0,0.0034,0.0574,0.0096,0.0205,0.0,0.7138,"Predominantly_bachelors-degree_granting","",0.9368,0.0,0.0,0.0,700,720,700,"WA",1965-12-01,"Islamic_Studies,_Statistics,_East_European_Studies",1464,"www.whitman.edu",99362
20,0.5788,21509,0,6987,"Chicago","Chicago_IL",505,0.26394052,0.477876106,0.1644,0.0,"Public","Graduate_degree",10252,"Chicago_State_University",41.718446,4,"City:_Large_(population_of_250,000_or_more)",-87.609384,0.738893219,"Yes",0.135443038,0.315568862,17212,0.355828221,0.064417178,0.579754601,0.0,0.0021,0.0043,0.7453,0.703819174,0.420245399,1.0,0.0791,0.075604053,4.0E-4,0.0213,0.3776,0.1148,0.02650039,0.0327,"Predominantly_bachelors-degree_granting","",0.5247,0.0,0.3784,0.0,690,590,0,"IL",1965-12-01,"Biology,_History,_Linguistics",2352,"www.csu.edu",606281598
